0	0.185961862	0.106153043	0.373573086	0.191550897	0.355519212	0.115901207	0.441994129	0.184312197	0.394106293	0.195235916	0.560568228
0.185961862	0	0.381951284	0.181384621	0.196931241	0.179323324	0.000510448	0.186304421	0.580712305	0.014795	0.245586919	0.320880897
0.106153034	0.179323328	0	0.12065269	0.537869052	0.164905829	0.420858414	0.268108888	0.999765255	0.381903138	0.436563729	0.165643286
0.381951293	0.164905828	0.441994129	0	0.320027776	0.313837814	0.667466155	0.20545059	0.10009191	0.206163155	0.431166428	0.353716871
0.373573086	0.31383781	0.186304421	0.999765259	0	0.177916493	0.684457069	0.230234753	0.201742434	0.193183552	0.298786459	0.571713729
0.181384621	0.1779165	0.268108888	0.100091914	0.381903138	0	0.202934845	0.277557381	0.280695247	0.173819121	0.398393436	0.231362924
0.12065269	0.115901207	0.20545059	0.201742431	0.206163155	0.195235916	0	0.130067086	0.4537751	0.39132269	0.063400433	0.356671129
0.191550897	0.000510448	0.230234753	0.280695241	0.193183552	0.245586919	0.063400431	0	0.151883829	0.514068897	0.486379772	0.25402399
0.196931241	0.420858414	0.277557381	0.453775103	0.173819121	0.436563729	0.486379776	0.320880897	0	0.562322276	0.069758803	0.126527305
0.537869052	0.667466155	0.130067086	0.151883828	0.39132269	0.431166428	0.06975881	0.165643286	0.231362924	0	0.190523388	0.216025198
0.320027776	0.684457069	0.184312197	0.394106293	0.514068897	0.298786459	0.190523379	0.353716871	0.356671129	0.12652731	0	0.36914465
0.355519207	0.202934845	0.580712305	0.014795	0.562322276	0.398393436	0.560568224	0.571713729	0.25402399	0.216025207	0.36914465	0
